brand,model,trans.,fuel,millage,disp.,year
Mitsubishi,Canter,Manual,Diesel,96000,3500,2011
Bmw,X3,Automatic,Diesel,128000,2000,2013
Toyota,Noah,Automatic,Petrol,92000,1980,2013
Mazda,Cx-5,Automatic,Petrol,71000,1990,2014
Toyota,Premio,Automatic,Petrol,29000,2000,2014
Toyota,Harrier,Automatic,Petrol,74000,2000,2014
Toyota,Hilux,Automatic,Diesel,123747,2500,2013
Toyota,Hilux,Manual,Diesel,90000,3000,2013
Mazda,Demio,Automatic,Petrol,103000,1300,2013
Toyota,Axio,Automatic,Petrol,54200,1500,2013
Volkswagen,Tiguan,Automatic,Petrol,90000,1380,2013
Toyota,Harrier,Automatic,Petrol,37000,2000,2014
Mitsubishi,Rvr,Automatic,Petrol,138204,1800,2010
Nissan,Sylphy,Automatic,Petrol,120000,2000,2010
Nissan,Wingroad,Automatic,Petrol,99310,1500,2009
Land rover,Defender,Manual,Diesel,98378,2200,2012
Mitsubishi,Rvr,Automatic,Petrol,48000,1800,2014
Toyota,Allion,Automatic,Petrol,46000,1500,2013
Subaru,Forester,Automatic,Petrol,132499,2000,2012
Toyota,Harrier,Automatic,Petrol,107000,2400,2012
Subaru,Forester,Automatic,Petrol,69500,2000,2013
Toyota,Voxy,Automatic,Petrol,123000,1980,2013
Toyota,Townace,Automatic,Petrol,112737,1500,2013
Toyota,Harrier,Automatic,Petrol,65000,2400,2012
Toyota,Harrier,Automatic,Petrol,74000,2000,2014
Mercedes-benz,C200,Automatic,Petrol,53000,1800,2013
Mazda,Cx-5,Automatic,Petrol,85000,2000,2014
Toyota,Vitz,Automatic,Petrol,91710,1300,2014
Subaru,Forester,Automatic,Petrol,91000,2000,2013
Toyota,Rav4,Automatic,Petrol,50000,2400,2014
Nissan,Juke,Automatic,Petrol,80650,1500,2012
Mazda,Demio,Automatic,Petrol,136056,1300,2013
Volkswagen,Golf,Automatic,Petrol,53926,1400,2014
Subaru,Impreza,Automatic,Petrol,119736,2000,2013
Subaru,Forester,Automatic,Petrol,90000,1990,2013
Mazda,Bongo,Manual,Petrol,148000,1800,2013
Nissan,Latio,Automatic,Petrol,85000,1200,2013
Volkswagen,Up,Automatic,Petrol,30000,1000,2014
Toyota,Rav4,Automatic,Petrol,59489,1987,2015
Toyota,Harrier,Automatic,Petrol,84000,2000,2014
Mercedes-benz,C200,Automatic,Petrol,63594,1800,2013
Toyota,Rav4,Automatic,Petrol,90000,2400,2013
Nissan,March,Automatic,Petrol,91000,1200,2013
Mazda,Cx-5,Automatic,Diesel,94532,2200,2013
Toyota,Harrier,Automatic,Petrol,89512,2000,2013
Toyota,Premio,Automatic,Petrol,24000,1800,2014
Subaru,Forester,Automatic,Petrol,132000,2000,2013
Toyota,Auris,Automatic,Petrol,51000,1800,2013
Toyota,Noah,Automatic,Petrol,84000,2000,2013
Mazda,Cx-5,Automatic,Petrol,49000,2500,2014
Toyota,Vanguard,Automatic,Petrol,72000,2400,2013
Bmw,X1,Automatic,Petrol,67000,2000,2014
Bmw,520i,Automatic,Petrol,19000,1979,2011
Honda,Cr-v,Automatic,Petrol,123456,2000,2004
Subaru,Legacy,Automatic,Petrol,145000,2500,2010
Subaru,Forester,Automatic,Petrol,115600,2000,2011
Mercedes-benz,A-class,Automatic,Petrol,110000,1800,2010
Mazda,Demio,Automatic,Petrol,82790,1300,2013
Nissan,Note,Automatic,Petrol,114253,1200,2013
Toyota,Fielder,Automatic,Petrol,95000,1500,2015
Nissan,X-trail,Automatic,Petrol,65000,2000,2014
Subaru,Forester,Automatic,Petrol,44796,2000,2013
Nissan,Note,Automatic,Petrol,82000,1200,2013
Nissan,March,Automatic,Petrol,79000,1200,2013
Subaru,Forester,Automatic,Petrol,91968,2000,2013
Land rover,Range-rover,Manual,Petrol,101000,3500,1985
Mitsubishi,Pajero,Automatic,Petrol,186000,3000,2002
Toyota,Fortuner,Automatic,Petrol,133000,2700,2005
Mercedes-benz,C180,Automatic,Petrol,104000,1800,2013
Toyota,Probox,Automatic,Petrol,128000,1500,2014
Toyota,Rav4,Automatic,Petrol,65000,2000,2013
Nissan,Wingroad,Automatic,Petrol,73000,1500,2014
Subaru,Legacy,Automatic,Petrol,83000,2000,2013
Mazda,Axela,Automatic,Petrol,86000,1500,2012
Toyota,Harrier,Automatic,Petrol,72000,2000,2013
Volkswagen,Tiguan,Automatic,Petrol,64267,2000,2013
Toyota,Rush,Automatic,Petrol,84000,1500,2013
Toyota,Spade,Automatic,Petrol,96000,1500,2013
Mitsubishi,Outlander,Automatic,Petrol,47357,2400,2013
Mitsubishi,Outlander,Automatic,Petrol,66000,2400,2014
Toyota,Hiace,Automatic,Diesel,126000,2980,2014
Subaru,Forester,Automatic,Petrol,89832,2000,2013
Toyota,Axio,Automatic,Petrol,63000,1500,2013
Subaru,Xv,Automatic,Petrol,80000,2000,2013
Toyota,Auris,Automatic,Petrol,95000,1800,2013
Volkswagen,Passat,Automatic,Petrol,88000,1400,2013
Nissan,Tiida,Automatic,Petrol,82739,1200,2013
Nissan,Sylphy,Automatic,Petrol,70000,2000,2013
Subaru,Outback,Automatic,Petrol,69000,2500,2015
Toyota,Premio,Automatic,Petrol,84000,1800,2013
Nissan,Dualis,Automatic,Petrol,74000,2000,2013
Volkswagen,Touran,Automatic,Petrol,97972,1400,2013
Nissan,Wingroad,Automatic,Petrol,132000,1500,2013
Toyota,Townace,Automatic,Petrol,90000,1490,2013
Mazda,Demio,Automatic,Petrol,96500,1300,2013
Toyota,Passo,Automatic,Petrol,95000,1000,2012
Toyota,Auris,Automatic,Petrol,54000,1500,2013
Mazda,Cx-5,Automatic,Diesel,120000,2200,2013
Subaru,Outback,Automatic,Petrol,89000,2500,2013
Toyota,Isis,Automatic,Petrol,83000,1790,2013
Subaru,Forester,Automatic,Petrol,88000,2000,2013
Toyota,Vitz,Automatic,Petrol,78000,1300,2014
Mitsubishi,Pajero,Automatic,Diesel,102000,3200,2012
Mazda,Premacy,Automatic,Petrol,90000,2000,2012
Toyota,Harrier,Automatic,Petrol,77641,2400,2010
Nissan,Murano,Automatic,Petrol,114000,2500,2013
Toyota,Passo,Automatic,Petrol,78000,1000,2013
Toyota,Harrier,Automatic,Petrol,36000,2000,2014
Toyota,Auris,Automatic,Petrol,85000,1500,2012
Subaru,Outback,Automatic,Petrol,79000,2500,2013
Bmw,X1,Automatic,Petrol,89000,2000,2014
Toyota,Hiace,Manual,Diesel,73000,2500,2014
Toyota,Mark x,Automatic,Petrol,81000,2500,2013
Volkswagen,Tiguan,Automatic,Petrol,45000,2000,2013
Mitsubishi,Outlander,Automatic,Petrol,36000,2400,2013
Subaru,Xv,Automatic,Petrol,74664,2000,2013
Toyota,Harrier,Automatic,Petrol,55524,2000,2014
Nissan,Bluebird,Automatic,Petrol,129000,2000,2007
Nissan,Juke,Automatic,Petrol,78394,1500,2013
Subaru,Forester,Automatic,Petrol,93000,2000,2013
Toyota,Rush,Automatic,Petrol,67000,1500,2013
Toyota,Auris,Automatic,Petrol,124610,1500,2013
Mazda,Cx-5,Automatic,Diesel,130000,2200,2013
Mazda,Cx-5,Automatic,Diesel,75000,2200,2013
Toyota,Vitz,Automatic,Petrol,76736,1300,2013
Toyota,Allion,Automatic,Petrol,122000,1800,2013
Honda,Accord,Automatic,Petrol,110000,2000,2008
Toyota,Mark x,Automatic,Petrol,92000,2500,2012
Mitsubishi,Outlander,Automatic,Petrol,103000,2350,2013
Toyota,Voxy,Automatic,Petrol,110000,1990,2013
Nissan,March,Automatic,Petrol,89250,1200,2013
Mazda,Cx-5,Automatic,Petrol,106000,2000,2013
Nissan,Teana,Automatic,Petrol,94000,2500,2012
Toyota,Fielder,Automatic,Petrol,117000,1500,2014
Nissan,Note,Automatic,Petrol,52000,1200,2013
Honda,Cr-v,Automatic,Petrol,90000,2000,2013
Toyota,Harrier,Automatic,Petrol,69000,2000,2014
Toyota,Voxy,Automatic,Petrol,103000,2000,2013
Toyota,Rav4,Automatic,Petrol,61008,2000,2013
Toyota,Fielder,Automatic,Petrol,81000,1500,2014
Toyota,Harrier,Automatic,Petrol,72281,1980,2014
Mercedes-benz,C200,Automatic,Petrol,90000,1800,2013
Mercedes-benz,E350,Automatic,Diesel,98000,3000,2012
Toyota,Vanguard,Automatic,Petrol,83390,2400,2013
Volkswagen,Tiguan,Automatic,Petrol,92000,2000,2013
Nissan,Note,Automatic,Petrol,52000,1200,2013
Toyota,Auris,Automatic,Petrol,103000,1490,2013
Toyota,Vitz,Automatic,Petrol,61000,1300,2013
Toyota,Ractis,Automatic,Petrol,74000,1300,2013
Toyota,Harrier,Automatic,Petrol,72000,2000,2014
Toyota,Fielder,Automatic,Petrol,95000,1500,2013
Nissan,Nv200,Automatic,Petrol,105000,1600,2013
Toyota,Fielder,Automatic,Petrol,98965,1490,2013
Mitsubishi,Rvr,Automatic,Petrol,116000,1800,2014
Mitsubishi,Rvr,Automatic,Petrol,79000,1800,2013
Nissan,Nv200,Automatic,Petrol,143000,1600,2013
Volkswagen,Tiguan,Automatic,Petrol,60000,2000,2013
Subaru,Xv,Automatic,Petrol,79000,1990,2013
Toyota,Auris,Automatic,Petrol,70000,1500,2013
Mazda,Cx-5,Automatic,Diesel,116837,2200,2013
Nissan,Juke,Automatic,Petrol,55000,1500,2013
Toyota,Vanguard,Automatic,Petrol,120360,2400,2011
Toyota,Fielder,Automatic,Petrol,90000,1500,2014
Volkswagen,Golf,Automatic,Petrol,52083,1400,2013
Toyota,Rav4,Automatic,Petrol,144567,2400,2006
Nissan,Note,Automatic,Petrol,80000,1200,2013
Toyota,Fielder,Automatic,Petrol,82000,1500,2015
Toyota,Vitz,Automatic,Petrol,92000,1300,2013
Bmw,X1,Automatic,Petrol,75888,2000,2013
Toyota,Vitz,Automatic,Petrol,80000,1300,2013
Mazda,Cx-5,Automatic,Diesel,116000,2200,2013
Volkswagen,Polo,Automatic,Petrol,62000,1200,2013
Mercedes-benz,E200,Automatic,Petrol,54000,1800,2013
Nissan,Tiida,Automatic,Petrol,76000,1200,2013
Toyota,Harrier,Automatic,Petrol,88000,2000,2014
Mercedes-benz,E250,Automatic,Petrol,82000,2000,2014
Toyota,Passo,Automatic,Petrol,80000,990,2013
Volkswagen,Golf,Automatic,Petrol,49317,1400,2013
Mazda,Demio,Automatic,Petrol,101294,1300,2011
Volkswagen,Golf,Automatic,Petrol,84000,1400,2012
Toyota,Rush,Automatic,Petrol,67000,1500,2013
Nissan,Sylphy,Automatic,Petrol,37000,1000,2014
Toyota,Fielder,Automatic,Petrol,74000,1500,2014
Mitsubishi,Rvr,Automatic,Petrol,63000,1800,2014
Subaru,Forester,Automatic,Petrol,80000,2000,2013
Mitsubishi,Outlander,Automatic,Petrol,64341,2400,2013
Nissan,Elgrand,Automatic,Petrol,125442,2480,2010
Toyota,Axio,Automatic,Petrol,202000,1500,2005
Toyota,Isis,Automatic,Petrol,150000,1800,2005
Subaru,Legacy,Automatic,Petrol,123456,2000,2005
Volkswagen,Golf,Manual,Petrol,139000,1600,2009
Bmw,328i,Automatic,Petrol,97000,2000,2009
Toyota,Premio,Automatic,Petrol,98607,1790,2014
Toyota,Kluger,Automatic,Petrol,150000,3000,2003
Mazda,Cx-5,Automatic,Diesel,89000,2200,2013
Subaru,Forester,Automatic,Petrol,85000,2000,2013
Nissan,X-trail,Automatic,Petrol,77676,1999,2013
Nissan,Note,Automatic,Petrol,93054,1190,2013
Toyota,Ractis,Automatic,Petrol,49000,1300,2013
Mercedes-benz,B180,Automatic,Petrol,92000,1600,2014
Toyota,Wish,Automatic,Petrol,67890,1797,2013
Toyota,Rav4,Automatic,Petrol,58797,2000,2013
Mazda,Demio,Automatic,Petrol,136875,1300,2013
Mazda,Biante,Automatic,Petrol,74343,2000,2013
Toyota,Wish,Automatic,Petrol,154000,1800,2003
Toyota,Rav4,Automatic,Petrol,85125,2500,2015
Honda,Stream,Automatic,Petrol,67629,1800,2013
Toyota,Allion,Automatic,Petrol,129000,1500,2012
Mazda,Demio,Automatic,Petrol,74077,1300,2013
Subaru,Legacy,Automatic,Petrol,122039,2500,2013
Nissan,Serena,Automatic,Petrol,163000,2000,2013
Mazda,Cx-5,Automatic,Diesel,115000,2200,2013
Mercedes-benz,B180,Automatic,Petrol,68000,1600,2014
Mazda,Cx-5,Automatic,Diesel,110385,2200,2013
Subaru,Legacy,Automatic,Petrol,104000,2500,2014
Subaru,Impreza,Automatic,Petrol,85000,1500,2013
Toyota,Spade,Automatic,Petrol,106000,1329,2013
Bmw,116i,Automatic,Petrol,55840,1600,2014
Mazda,Cx-5,Automatic,Diesel,90000,2200,2013
Subaru,Forester,Automatic,Petrol,98000,1990,2013
Toyota,Axio,Automatic,Petrol,40017,1500,2013
Mercedes-benz,C180,Automatic,Petrol,130871,1600,2013
Subaru,Forester,Automatic,Petrol,102000,2000,2013
Mazda,Cx-5,Automatic,Diesel,117000,2200,2013
Mitsubishi,Pajero,Automatic,Diesel,101300,3200,2011
Subaru,Outback,Automatic,Petrol,52125,2500,2015
Toyota,Rav4,Automatic,Petrol,49985,2000,2013
Suzuki,Every,Automatic,Petrol,110000,650,2014
Toyota,Probox,Automatic,Petrol,47000,1500,2014
Mazda,Cx-5,Automatic,Diesel,76000,2200,2013
Toyota,Rush,Automatic,Petrol,80000,1500,2013
Toyota,Hiace,Automatic,Petrol,137000,2000,2014
Toyota,Vitz,Automatic,Petrol,65000,1300,2014
Subaru,Forester,Automatic,Petrol,113000,2000,2009
Toyota,Hiace,Manual,Diesel,70000,2500,2014
Toyota,Spade,Automatic,Petrol,95000,1500,2013
Toyota,Harrier,Automatic,Petrol,61000,2000,2014
Subaru,Outback,Automatic,Petrol,98000,2500,2014
Nissan,Latio,Automatic,Petrol,85000,1200,2013
Mitsubishi,Pajero,Automatic,Diesel,76000,3200,2014
Land rover,Freelander,Automatic,Diesel,114491,2200,2013
Toyota,Vitz,Automatic,Petrol,142745,1300,2014
Toyota,Fielder,Automatic,Petrol,100453,1500,2013
Toyota,Sienta,Automatic,Petrol,46000,1500,2014
Volkswagen,Passat,Automatic,Petrol,59000,1400,2013
Toyota,Hiace,Manual,Diesel,155824,3000,2013
Mazda,Cx-5,Automatic,Petrol,68000,2000,2014
Volkswagen,Tiguan,Automatic,Petrol,111047,1400,2013
Toyota,Premio,Automatic,Petrol,81000,1800,2014
Toyota,Rav4,Automatic,Petrol,85000,2400,2013
Toyota,Vitz,Automatic,Petrol,75000,1300,2013
Toyota,Harrier,Automatic,Petrol,52800,2000,2014
Toyota,Voxy,Automatic,Petrol,108800,2000,2012
Toyota,Premio,Automatic,Petrol,113000,1790,2015
Volkswagen,Golf,Automatic,Petrol,86884,1400,2013
Toyota,Vitz,Automatic,Petrol,61990,1300,2013
Nissan,Teana,Automatic,Petrol,100000,2000,2013
Volkswagen,Tiguan,Automatic,Petrol,65000,2000,2013
Toyota,Vitz,Automatic,Petrol,66217,1300,2013
Toyota,Rav4,Automatic,Diesel,52000,2200,2014
Mitsubishi,Rvr,Automatic,Petrol,66000,1800,2013
Subaru,Forester,Automatic,Petrol,54000,2000,2013
Toyota,Vitz,Automatic,Petrol,104000,1300,2013
Toyota,Harrier,Automatic,Petrol,68000,2000,2015
Toyota,Hilux,Manual,Diesel,73522,3000,2014
Land rover,Defender,Manual,Diesel,88112,2500,2011
Mitsubishi,Canter,Manual,Diesel,176000,3000,2013
Nissan,Note,Automatic,Petrol,58000,1300,2013
Toyota,Vitz,Automatic,Petrol,80000,1300,2013
Mitsubishi,Outlander,Automatic,Petrol,120622,2350,2013
Toyota,Fielder,Automatic,Petrol,96000,1500,2015
Mazda,Biante,Automatic,Petrol,80000,2000,2013
Nissan,Note,Automatic,Petrol,57060,1300,2013
Toyota,Rav4,Automatic,Petrol,68758,2000,2014
Toyota,Vanguard,Automatic,Petrol,47994,2400,2012
Nissan,Note,Automatic,Petrol,112000,1190,2013
Volkswagen,Golf,Automatic,Petrol,70000,1400,2013
Nissan,Teana,Automatic,Petrol,125000,2480,2014
Mazda,Atenza,Automatic,Petrol,117358,2000,2013
Volkswagen,Golf,Automatic,Petrol,44000,1400,2013
Nissan,Note,Automatic,Petrol,30000,1300,2013
Volkswagen,Golf,Automatic,Petrol,67000,2000,2012
Nissan,Serena,Automatic,Petrol,162300,2000,2008
Toyota,Harrier,Automatic,Petrol,63000,2002,2014
Nissan,Note,Automatic,Petrol,96000,1200,2013
Toyota,Rav4,Automatic,Petrol,79862,2500,2013
Toyota,Noah,Automatic,Petrol,192643,2000,2013
Toyota,Hilux,Automatic,Diesel,74000,3000,2013
Mercedes-benz,C180,Automatic,Petrol,54000,1600,2013
Bmw,X3,Automatic,Petrol,101000,2000,2013
Nissan,Tiida,Automatic,Petrol,60000,1200,2013
Toyota,Townace,Manual,Petrol,90000,1500,2013
Mazda,Verisa,Automatic,Petrol,89944,1500,2014
Toyota,Auris,Automatic,Petrol,51000,1500,2013
Nissan,Note,Automatic,Petrol,135000,1200,2014
Nissan,Note,Automatic,Petrol,144413,1200,2014
Nissan,X-trail,Automatic,Petrol,90000,2000,2013
Subaru,Forester,Automatic,Petrol,110000,1990,2013
Subaru,Impreza,Automatic,Petrol,132000,1600,2013
Nissan,Juke,Automatic,Petrol,62000,1500,2013
Nissan,Note,Automatic,Petrol,80000,1200,2013
Nissan,Note,Automatic,Petrol,96000,1200,2013
Toyota,Vanguard,Automatic,Petrol,88000,2400,2011
Toyota,Harrier,Automatic,Petrol,86000,2400,2012
Toyota,Vitz,Automatic,Petrol,102000,1300,2013
Honda,Fit,Automatic,Petrol,161448,1300,2012
Mercedes-benz,E-class,Automatic,Diesel,65000,3000,2013
Subaru,Forester,Automatic,Petrol,94000,2000,2013
Nissan,Vanette,Manual,Petrol,65000,1800,2013
Subaru,Forester,Automatic,Petrol,71000,2000,2014
Mercedes-benz,S-class,Automatic,Petrol,160000,3200,2004
Toyota,Auris,Automatic,Petrol,44000,1500,2013
Toyota,Noah,Automatic,Petrol,151000,1980,2013
Mitsubishi,Outlander,Automatic,Petrol,40000,2400,2013
Toyota,Vanguard,Automatic,Petrol,82000,2400,2012
Toyota,Axio,Automatic,Petrol,159041,1500,2008
Mazda,Cx-5,Automatic,Diesel,85608,2200,2013
Toyota,Rav4,Automatic,Petrol,50000,2500,2013
Toyota,Harrier,Automatic,Petrol,58000,2000,2015
Toyota,Allion,Automatic,Petrol,130500,1500,2012
Toyota,Passo,Automatic,Petrol,69326,1300,2013
Toyota,Hilux,Manual,Diesel,100000,2500,2014
Bmw,X3,Automatic,Petrol,94000,1990,2013
Bmw,X3,Automatic,Diesel,58000,3000,2013
Toyota,Voxy,Automatic,Petrol,92000,1990,2013
Mercedes-benz,E350,Automatic,Diesel,99000,3500,2012
Nissan,Note,Automatic,Petrol,88000,1200,2014
Mazda,Demio,Automatic,Petrol,142200,1330,2013
Nissan,Note,Automatic,Petrol,126459,1200,2013
Toyota,Passo,Automatic,Petrol,96870,1300,2013
Volkswagen,Touran,Automatic,Petrol,69000,1400,2014
Nissan,Wingroad,Automatic,Petrol,127000,1490,2013
Mitsubishi,Outlander,Automatic,Petrol,94000,2000,2013
Toyota,Hiace,Automatic,Diesel,150000,3000,2014
Mazda,Cx-5,Automatic,Diesel,90000,2200,2013
Toyota,Vitz,Automatic,Petrol,54152,1300,2013
Nissan,Sylphy,Automatic,Petrol,119000,1800,2013
Subaru,Forester,Automatic,Petrol,87000,2000,2013
Toyota,Hiace,Automatic,Diesel,167000,3000,2013
Toyota,Allion,Automatic,Petrol,32500,2000,2013
Nissan,Cube,Automatic,Petrol,123456,1500,2008
Toyota,Axio,Automatic,Petrol,17000,1500,2014
Mercedes-benz,C180,Automatic,Petrol,77000,1790,2007
Mercedes-benz,C180,Automatic,Petrol,48000,1600,2013
Mercedes-benz,E-class,Automatic,Petrol,104000,1800,2004
Toyota,Premio,Automatic,Petrol,79000,1780,2014
Subaru,Impreza,Manual,Petrol,148000,2000,2004
Mercedes-benz,C180,Automatic,Petrol,100000,1800,2004
Nissan,Note,Automatic,Petrol,85000,1200,2013
Mazda,Cx-5,Automatic,Diesel,77754,2200,2013
Subaru,Forester,Automatic,Petrol,47000,2000,2014
Mitsubishi,Outlander,Automatic,Petrol,52000,2400,2013
Nissan,Dualis,Automatic,Petrol,51000,2000,2013
Toyota,Vitz,Automatic,Petrol,123000,1000,2013
Toyota,Axio,Automatic,Petrol,120000,1300,2013
Volkswagen,Golf,Automatic,Petrol,90000,1200,2013
Subaru,Impreza,Manual,Petrol,55000,2000,2013
Toyota,Axio,Automatic,Petrol,82000,1500,2013
Nissan,Latio,Automatic,Petrol,18000,1200,2013
Honda,Cr-v,Automatic,Petrol,84000,2000,2012
Mercedes-benz,C200,Automatic,Petrol,27000,1800,2013
Suzuki,Swift,Automatic,Petrol,115000,1240,2013
Mercedes-benz,C180,Automatic,Petrol,64000,1800,2013
Suzuki,Every,Automatic,Petrol,194753,600,2013
Toyota,Wish,Automatic,Petrol,156000,1800,2003
Mercedes-benz,C200,Automatic,Petrol,89000,1800,2013
Toyota,Vitz,Automatic,Petrol,165000,1000,2008
Nissan,Note,Automatic,Petrol,78000,1190,2013
Toyota,Ractis,Automatic,Petrol,87000,1500,2013
Mazda,Axela,Automatic,Petrol,41000,1500,2015
Subaru,Outback,Automatic,Petrol,94000,2500,2013
Nissan,Note,Automatic,Petrol,72000,1300,2013
Nissan,Dualis,Automatic,Petrol,97000,2000,2013
Nissan,Note,Automatic,Petrol,105774,1200,2013
Toyota,Vitz,Automatic,Petrol,44000,1300,2014
Mercedes-benz,C200,Automatic,Petrol,68000,1800,2013
Toyota,Harrier,Automatic,Petrol,61048,1980,2014
Toyota,Hiace,Manual,Diesel,76754,3000,2013
Toyota,Fielder,Automatic,Petrol,75000,1500,2015
Toyota,Axio,Automatic,Petrol,78000,1300,2013
Toyota,Fielder,Automatic,Petrol,64210,1500,2013
Toyota,Vanguard,Automatic,Petrol,60132,2360,2013
Toyota,Rav4,Automatic,Petrol,82463,2360,2013
Toyota,Axio,Automatic,Petrol,31500,1500,2014
Honda,Fit,Automatic,Petrol,105506,1330,2013
Suzuki,Escudo,Automatic,Petrol,84000,2400,2013
Subaru,Outback,Automatic,Petrol,120646,2500,2013
Toyota,Hilux,Manual,Diesel,97877,3000,2013
Mercedes-benz,C180,Automatic,Petrol,91720,1800,2013
Toyota,Premio,Automatic,Petrol,26000,1800,2013
Toyota,Harrier,Automatic,Petrol,89000,2000,2014
Volkswagen,Jetta,Automatic,Petrol,56000,1400,2013
Toyota,Rav4,Automatic,Petrol,54244,2500,2013
Toyota,Hiace,Automatic,Diesel,60341,2980,2013
Mazda,Cx-5,Automatic,Diesel,127000,2200,2013
Toyota,Hiace,Automatic,Diesel,204000,3000,2012
Toyota,Vitz,Automatic,Petrol,73000,1300,2013
Toyota,Harrier,Automatic,Petrol,24000,2000,2014
Toyota,Allion,Automatic,Petrol,41000,1800,2013
Toyota,Auris,Automatic,Petrol,53000,1500,2013
Subaru,Outback,Automatic,Petrol,72000,2500,2015
Toyota,Townace,Automatic,Petrol,86000,1500,2013
Volkswagen,Golf,Automatic,Petrol,70484,2000,2012
Mazda,Cx-5,Automatic,Diesel,73000,2200,2013
Toyota,Fielder,Automatic,Petrol,64000,1500,2015
Mercedes-benz,C200,Automatic,Petrol,81000,1800,2013
Mercedes-benz,C200,Automatic,Petrol,19000,1800,2013
Subaru,Legacy,Automatic,Petrol,83000,2500,2013
Toyota,Spade,Automatic,Petrol,73522,1500,2013
Mazda,Atenza,Automatic,Diesel,94917,2200,2013
Suzuki,Swift,Manual,Petrol,75000,1300,2013
Volkswagen,Golf,Automatic,Petrol,136693,1400,2013
Honda,Stream,Automatic,Petrol,147000,2000,2013
Toyota,Premio,Automatic,Petrol,75000,1800,2014
Toyota,Hilux,Automatic,Diesel,72000,3000,2014
Subaru,Forester,Automatic,Petrol,87000,2000,2013
Volkswagen,Polo,Automatic,Petrol,78818,1200,2012
Nissan,Note,Automatic,Petrol,130000,1300,2013
Nissan,Note,Automatic,Petrol,63000,1200,2013
Mercedes-benz,E300,Automatic,Petrol,71750,2900,2008
Volkswagen,Touran,Automatic,Petrol,142000,1400,2008
Mitsubishi,Mirage,Automatic,Petrol,90000,1300,2013
Toyota,Auris,Automatic,Petrol,43000,1500,2013
Toyota,Axio,Automatic,Petrol,60000,1500,2012
Toyota,Axio,Automatic,Petrol,8800,1500,2014
Toyota,Hiace,Manual,Diesel,90000,3000,2013
Suzuki,Escudo,Automatic,Petrol,130000,2400,2013
Toyota,Auris,Automatic,Petrol,45000,1500,2013
Toyota,Fielder,Automatic,Petrol,78000,1500,2014
Toyota,Premio,Automatic,Petrol,98607,1790,2014
Mazda,Demio,Automatic,Petrol,89143,1290,2013
Toyota,Hiace,Automatic,Petrol,64052,2700,2014
Mazda,Cx-5,Automatic,Diesel,105442,2200,2013
Toyota,Hiace,Automatic,Diesel,122000,2980,2013
Nissan,Teana,Automatic,Petrol,52093,2000,2014
Nissan,Note,Automatic,Petrol,64792,1200,2013
Mercedes-benz,Sprinter,Manual,Petrol,163444,3500,2007
Volkswagen,Passat,Automatic,Petrol,75000,1380,2013
Subaru,Forester,Automatic,Petrol,82000,2400,2013
Nissan,Note,Automatic,Petrol,90511,1200,2014
Mazda,Cx-5,Automatic,Diesel,125000,2200,2013
Subaru,Outback,Automatic,Petrol,82000,2500,2013
Volkswagen,Golf,Automatic,Petrol,55000,1400,2013
Toyota,Premio,Automatic,Petrol,103000,1800,2013
Toyota,Harrier,Automatic,Petrol,88000,2000,2013
Toyota,Allion,Automatic,Petrol,8641,1500,2013
Toyota,Hiace,Automatic,Diesel,70000,3000,2014
Suzuki,Escudo,Automatic,Petrol,84000,2000,2013
Toyota,Auris,Automatic,Petrol,75200,1490,2013
Mazda,Demio,Automatic,Petrol,41792,1300,2013
Toyota,Noah,Automatic,Petrol,151000,1980,2013
Toyota,Harrier,Automatic,Petrol,53000,2000,2014
Subaru,Forester,Automatic,Petrol,72000,2000,2013
Volkswagen,Golf,Automatic,Petrol,48000,1400,2013
Nissan,X-trail,Automatic,Petrol,70000,2000,2013
Subaru,Legacy,Automatic,Petrol,80000,2000,2013
Toyota,Alphard,Automatic,Petrol,80000,2400,2013
Subaru,Outback,Automatic,Petrol,107658,2500,2013
Volkswagen,Jetta,Automatic,Petrol,48000,1400,2013
Nissan,Note,Automatic,Petrol,87881,1200,2014
Toyota,Voxy,Automatic,Petrol,85942,2000,2013
Toyota,Crown,Automatic,Petrol,47000,2500,2012
Toyota,Ractis,Automatic,Petrol,26511,1500,2013
Toyota,Passo,Automatic,Petrol,43000,1300,2012
Toyota,Harrier,Automatic,Petrol,45953,2400,2014
Bmw,X3,Automatic,Petrol,34000,2000,2013
Nissan,Murano,Automatic,Petrol,65000,2500,2013
Toyota,Succeed,Automatic,Petrol,137000,1500,2015
